apyg,candidate,candidateUrl,totalBefore,totalAfter,posAfter,posBefore
Naujosios Vilnios,Šarūnas SKUČAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67171/Kandidato67171Anketa.html,1043,857,7,7
Naujosios Vilnios,Bronius CICĖNAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66391/Kandidato66391Anketa.html,925,763,8,8
Naujosios Vilnios,Rolandas BORAVSKIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66674/Kandidato66674Anketa.html,837,675,9,9
Naujosios Vilnios,Aleksandras BOJAROVAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68173/Kandidato68173Anketa.html,569,480,10,10
Naujosios Vilnios,Juzef TOMAŠEVIČ-JAKOVIČ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68681/Kandidato68681Anketa.html,291,233,11,11
Naujosios Vilnios,Tomas BIKELIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68038/Kandidato68038Anketa.html,203,161,14,12
Naujosios Vilnios,Robertas PRANCKŪNAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67757/Kandidato67757Anketa.html,200,182,12,13
Naujosios Vilnios,Ilona POPLAVSKAJA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67670/Kandidato67670Anketa.html,186,176,13,14
Naujosios Vilnios,Viačeslav JANKELEVIČ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69971/Kandidato69971Anketa.html,93,75,15,15
Šilainių,Rimantas Jonas DAGYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67293/Kandidato67293Anketa.html,4662,4662,1,1
Šilainių,Saulius GIRDAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68001/Kandidato68001Anketa.html,3471,3471,2,2
Šilainių,Birutė VĖSAITĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66819/Kandidato66819Anketa.html,3418,3418,3,3
Šilainių,Sigitas ŠLIAŽAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67179/Kandidato67179Anketa.html,1588,1588,4,4
Šilainių,Jonas NORKUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67515/Kandidato67515Anketa.html,1074,1074,5,5
Šilainių,Loreta KEKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66476/Kandidato66476Anketa.html,1063,1063,6,6
Šilainių,Lina NEMEIKŠIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68765/Kandidato68765Anketa.html,727,727,7,7
Šilainių,Eligijus DZEŽULSKIS-DUONYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68247/Kandidato68247Anketa.html,719,719,8,8
Šilainių,Raimundas KAMINSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66967/Kandidato66967Anketa.html,700,700,9,9
Šilainių,Alvydas BUTKUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68299/Kandidato68299Anketa.html,630,630,10,10
Šilainių,Robertas STANIONIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69769/Kandidato69769Anketa.html,620,620,11,11
Šilainių,Vidmantas ŽEMAITIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67798/Kandidato67798Anketa.html,330,330,12,12
Šilainių,Rita LIAUDANSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68870/Kandidato68870Anketa.html,298,298,13,13
Šilainių,Visvaldas Marijus MAŽONAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67212/Kandidato67212Anketa.html,261,261,14,14
Šilainių,Elena MACAITĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69987/Kandidato69987Anketa.html,177,177,15,15
Šilainių,Vilma GECEVIČIŪTĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67701/Kandidato67701Anketa.html,165,165,16,16
Šilainių,Ričardas JANKAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68489/Kandidato68489Anketa.html,84,84,17,17
Aleksoto-Vilijampolės,Rytas KUPČINSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67319/Kandidato67319Anketa.html,5209,4802,1,1
Aleksoto-Vilijampolės,Sigytas KLIMAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67973/Kandidato67973Anketa.html,3259,3094,2,2
Aleksoto-Vilijampolės,Ona BALŽEKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67079/Kandidato67079Anketa.html,3052,2784,3,3
Aleksoto-Vilijampolės,Steponas VAIČIKAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66909/Kandidato66909Anketa.html,2245,2104,4,4
Aleksoto-Vilijampolės,Vygaudas MOLIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66484/Kandidato66484Anketa.html,1886,1738,5,5
Aleksoto-Vilijampolės,Tomas MONTVILA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68746/Kandidato68746Anketa.html,1102,1008,6,6
Aleksoto-Vilijampolės,Vitoldas MASALSKIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67745/Kandidato67745Anketa.html,903,821,7,7
Aleksoto-Vilijampolės,Jūratė MATEKONIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68133/Kandidato68133Anketa.html,804,751,8,8
Aleksoto-Vilijampolės,Artūras TEPELYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69782/Kandidato69782Anketa.html,561,513,9,9
Aleksoto-Vilijampolės,Sigita SIAURAITIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68878/Kandidato68878Anketa.html,417,388,10,10
Aleksoto-Vilijampolės,Raimondas Valdas NEKROŠIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69850/Kandidato69850Anketa.html,237,226,11,11
Aleksoto-Vilijampolės,Remigijus URBONAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67700/Kandidato67700Anketa.html,132,122,13,12
Aleksoto-Vilijampolės,Marius MACKEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69953/Kandidato69953Anketa.html,126,123,12,13
Aleksoto-Vilijampolės,Tadeuš ALIANCEVIČ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68484/Kandidato68484Anketa.html,107,102,14,14
Centro,Vincė Vaidevutė MARGEVIČIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67306/Kandidato67306Anketa.html,3504,3504,1,1
Centro,Gintaras DRUČKUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66702/Kandidato66702Anketa.html,2971,2971,2,2
Centro,Rimantas MIKAITIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67073/Kandidato67073Anketa.html,2460,2460,3,3
Centro,Mečislovas ZASČIURINSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67891/Kandidato67891Anketa.html,1881,1881,4,4
Centro,Jūratė JUOZAITIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66890/Kandidato66890Anketa.html,1857,1857,5,5
Centro,Jonas JUČAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69745/Kandidato69745Anketa.html,878,878,6,6
Centro,Donatas SENIKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66509/Kandidato66509Anketa.html,588,588,7,7
Centro,Tomas KAŽEMĖKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68677/Kandidato68677Anketa.html,514,514,8,8
Centro,Donatas VEČERSKIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68152/Kandidato68152Anketa.html,383,383,9,9
Centro,Joana ŠIMANAUSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67744/Kandidato67744Anketa.html,271,271,10,10
Centro,Ernesta RANUSIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68880/Kandidato68880Anketa.html,245,245,11,11
Centro,Vaiva ŽUKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68308/Kandidato68308Anketa.html,191,191,12,12
Centro,Vladas BURAGAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68032/Kandidato68032Anketa.html,117,117,13,13
Centro,Edmund ŠOT,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68569/Kandidato68569Anketa.html,74,74,14,14
Centro,Oksana SLAPŠIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67650/Kandidato67650Anketa.html,60,60,15,15
Žaliakalnio,Rasa JUKNEVIČIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67290/Kandidato67290Anketa.html,4547,4547,1,1
Žaliakalnio,Algirdas Vaclovas PATACKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66660/Kandidato66660Anketa.html,3206,3206,2,2
Žaliakalnio,Anželika BANEVIČIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67976/Kandidato67976Anketa.html,2018,2018,3,3
Žaliakalnio,Vilija VERTELIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66849/Kandidato66849Anketa.html,1796,1796,4,4
Žaliakalnio,Dalia TEIŠERSKYTĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67084/Kandidato67084Anketa.html,1423,1423,5,5
Žaliakalnio,Edvardas SATKEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67519/Kandidato67519Anketa.html,646,646,6,6
Žaliakalnio,Aušra RUČIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66478/Kandidato66478Anketa.html,555,555,7,7
Žaliakalnio,Dainius VARNAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68150/Kandidato68150Anketa.html,501,501,8,8
Žaliakalnio,Elida DUBINSKYTĖ-ŠIMAITĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68728/Kandidato68728Anketa.html,480,480,9,9
Žaliakalnio,Vidas RYBELIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69804/Kandidato69804Anketa.html,320,320,10,10
Žaliakalnio,Gediminas RAUDONIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68843/Kandidato68843Anketa.html,226,226,11,11
Žaliakalnio,Kęstutis MAČĖNAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69947/Kandidato69947Anketa.html,72,72,12,12
Žaliakalnio,Jonas GRIŠKEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67457/Kandidato67457Anketa.html,65,65,13,13
Žaliakalnio,Zofija PILYPIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68546/Kandidato68546Anketa.html,55,55,14,14
Žaliakalnio,Sandra ADOMAITIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67674/Kandidato67674Anketa.html,53,53,15,15
Kalniečių,Arimantas DUMČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67315/Kandidato67315Anketa.html,3982,3982,1,1
Kalniečių,Zenonas ŽYMANČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66711/Kandidato66711Anketa.html,2051,2051,2,2
Kalniečių,Stanislovas BUŠKEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66964/Kandidato66964Anketa.html,1895,1895,3,3
Kalniečių,Rytis ŠATKAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68020/Kandidato68020Anketa.html,1678,1678,4,4
Kalniečių,Orinta LEIPUTĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66836/Kandidato66836Anketa.html,1501,1501,5,5
Kalniečių,Gintautas LABANAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66471/Kandidato66471Anketa.html,966,966,6,6
Kalniečių,Simonas KAIRYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67097/Kandidato67097Anketa.html,938,938,7,7
Kalniečių,Žilvinas ŠUMSKIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67521/Kandidato67521Anketa.html,690,690,8,8
Kalniečių,Nerijus ŽILEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68179/Kandidato68179Anketa.html,383,383,9,9
Kalniečių,Vytautas ŠUSTAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67213/Kandidato67213Anketa.html,291,291,10,10
Kalniečių,Mantas FELNERIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68729/Kandidato68729Anketa.html,284,284,11,11
Kalniečių,Vytautas ŠIMKUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69803/Kandidato69803Anketa.html,283,283,12,12
Kalniečių,Daiva SAJEK,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68862/Kandidato68862Anketa.html,128,128,13,13
Kalniečių,Emilija PALUBINSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67793/Kandidato67793Anketa.html,85,85,14,14
Kalniečių,Henrich PEŠKO,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68507/Kandidato68507Anketa.html,77,77,15,15
Kalniečių,Mindaugas KUKCINAVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67699/Kandidato67699Anketa.html,76,76,16,16
Kalniečių,Giedrius PAVILIONIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69925/Kandidato69925Anketa.html,73,73,17,17
Dainavos,Kazimieras KUZMINSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67320/Kandidato67320Anketa.html,2873,2589,2,1
Dainavos,Saulius STOMA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66668/Kandidato66668Anketa.html,2865,2679,1,2
Dainavos,Gediminas GRIGAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67950/Kandidato67950Anketa.html,2688,2485,3,3
Dainavos,Violeta BOREIKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66845/Kandidato66845Anketa.html,2248,2086,4,4
Dainavos,Erikas TAMAŠAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67077/Kandidato67077Anketa.html,2240,2027,5,5
Dainavos,Sonata RUDŽIANSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66507/Kandidato66507Anketa.html,721,671,6,6
Dainavos,Mindaugas ALIŠAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68757/Kandidato68757Anketa.html,561,522,7,7
Dainavos,Saulius SKAMBINAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68146/Kandidato68146Anketa.html,472,421,8,8
Dainavos,Mindaugas ŠIVICKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69758/Kandidato69758Anketa.html,318,287,9,9
Dainavos,Mindaugas ŠIMKŪNAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68318/Kandidato68318Anketa.html,225,205,10,10
Dainavos,Edvinas SKIRGAILA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68895/Kandidato68895Anketa.html,181,161,11,11
Dainavos,Aleksandr FIODOROV,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68490/Kandidato68490Anketa.html,112,106,12,12
Dainavos,Lolita TURAUSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67698/Kandidato67698Anketa.html,89,85,13,13
Dainavos,Dalius MICKUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69983/Kandidato69983Anketa.html,80,72,14,14
Pramonės,Kazys STARKEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67297/Kandidato67297Anketa.html,4312,4012,1,1
Pramonės,Dainius DANILEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66677/Kandidato66677Anketa.html,2701,2426,2,2
Pramonės,Žaneta SIMANAVIČIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67932/Kandidato67932Anketa.html,2133,1945,3,3
Pramonės,Darius RAZMISLEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66924/Kandidato66924Anketa.html,1711,1579,4,4
Pramonės,Artūras ORLAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66501/Kandidato66501Anketa.html,1120,1019,5,5
Pramonės,Justinas KRĖPŠTA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67128/Kandidato67128Anketa.html,883,812,6,6
Pramonės,Jolita BIELSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68726/Kandidato68726Anketa.html,490,450,7,7
Pramonės,Pranas PAŠKEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69759/Kandidato69759Anketa.html,248,228,8,8
Pramonės,Anatolijus ČUPKOVAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67746/Kandidato67746Anketa.html,230,214,9,9
Pramonės,Regina ŠIMANAUSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68174/Kandidato68174Anketa.html,222,200,10,10
Pramonės,Algimantas JASIULIONIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68887/Kandidato68887Anketa.html,155,148,11,11
Pramonės,Zita ORENTIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67468/Kandidato67468Anketa.html,109,103,12,12
Pramonės,Dmitrij GNEUŠEV,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68456/Kandidato68456Anketa.html,99,89,13,13
Pramonės,Gediminas SADAUSKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67214/Kandidato67214Anketa.html,63,58,14,14
Pramonės,Nijolė JURKUVIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67671/Kandidato67671Anketa.html,49,45,15,15
Pramonės,Larisa VALAITIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas70008/Kandidato70008Anketa.html,45,40,16,16
Panemunės,Vida Marija ČIGRIEJIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67311/Kandidato67311Anketa.html,3908,3156,1,1
Panemunės,Jonas VARKALA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66659/Kandidato66659Anketa.html,3428,2792,2,2
Panemunės,Dženeta TOLIŠAUSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67970/Kandidato67970Anketa.html,2071,1607,3,3
Panemunės,Eugenijus KOVALKOVAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66930/Kandidato66930Anketa.html,1628,1271,4,4
Panemunės,Povilas MAČIULIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68135/Kandidato68135Anketa.html,1236,1007,5,5
Panemunės,Adelė MAJAUSKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67165/Kandidato67165Anketa.html,1137,900,6,6
Panemunės,Rimas Antanas RUČYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66458/Kandidato66458Anketa.html,917,749,7,7
Panemunės,Remigijus ZELVARAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68751/Kandidato68751Anketa.html,366,265,10,8
Panemunės,Laimonas PAURA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69796/Kandidato69796Anketa.html,349,286,8,9
Panemunės,Artūras TAMKUTONIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68849/Kandidato68849Anketa.html,312,274,9,10
Panemunės,Rimantas ŽILIONIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67482/Kandidato67482Anketa.html,215,174,11,11
Panemunės,Algirdas KAZILIONIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67762/Kandidato67762Anketa.html,153,119,13,12
Panemunės,Algirdas VILIMAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67448/Kandidato67448Anketa.html,142,125,12,13
Panemunės,Vadim BARANOVSKIJ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68480/Kandidato68480Anketa.html,127,91,14,14
Panemunės,Valerijus JEGANIANAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67215/Kandidato67215Anketa.html,98,78,15,15
Panemunės,Virginija STANIONIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69945/Kandidato69945Anketa.html,93,67,17,16
Panemunės,Dalė POŠKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67645/Kandidato67645Anketa.html,76,69,16,17
Danės,Naglis PUTEIKIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67312/Kandidato67312Anketa.html,5454,5454,1,1
Danės,Rimantas TARAŠKEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas69733/Kandidato69733Anketa.html,3342,3342,2,2
Danės,Audrius VAIŠVILA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67204/Kandidato67204Anketa.html,2330,2330,3,3
Danės,Benas ŠIMKUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67942/Kandidato67942Anketa.html,1880,1880,4,4
Danės,Aloyzas KAŽDAILEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66907/Kandidato66907Anketa.html,1702,1702,5,5
Danės,Sergej BONDAR,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68461/Kandidato68461Anketa.html,1363,1363,6,6
Danės,Lina ŠUKYTĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66517/Kandidato66517Anketa.html,1004,1004,7,7
Danės,Vytautas KUKLYS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas66723/Kandidato66723Anketa.html,989,989,8,8
Danės,Algimantas KIRKUTIS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67445/Kandidato67445Anketa.html,506,506,9,9
Danės,Vytautas VALEVIČIUS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68763/Kandidato68763Anketa.html,386,386,10,10
Danės,Aldona IVOŠKIENĖ,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68339/Kandidato68339Anketa.html,250,250,11,11
Danės,Ričardas JOVAIŠA,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas68218/Kandidato68218Anketa.html,102,102,12,12
Baltijos,Artūras ŠULCAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67081/Kandidato67081Anketa.html,2411,2411,1,1
Baltijos,Raimundas PALIUKAS,http://www.vrk.lt/statiniai/puslapiai/rinkimai/416_lt/Kandidatai/Kandidatas67905/Kandidato67905Anketa.html,2328,2328,2,2
